,step,mx,final,xy
0,2,5,-18.0,"(-3577.0, -2639.0)"
1,2,5,-4.0,"(-3577.0, -2639.0)"
2,2,5,-23.0,"(-3577.0, -2639.0)"
3,2,5,-6.0,"(-3577.0, -2639.0)"
4,2,5,7.0,"(-3577.0, -2639.0)"
5,2,5,7.0,"(-3577.0, -2639.0)"
6,2,5,-16.0,"(-3577.0, -2639.0)"
7,2,5,-26.0,"(-3577.0, -2639.0)"
8,2,5,-30.0,"(-3577.0, -2639.0)"
9,2,5,-3.0,"(-3577.0, -2639.0)"
10,2,5,-15.0,"(-3577.0, -2639.0)"
11,2,5,23.0,"(-3577.0, -2639.0)"
12,2,5,-6.0,"(-3577.0, -2639.0)"
13,2,5,23.0,"(-3577.0, -2639.0)"
14,2,5,-12.0,"(-3577.0, -2639.0)"
15,2,5,-6.0,"(-3577.0, -2639.0)"
16,2,5,15.0,"(-3577.0, -2639.0)"
17,2,5,-6.0,"(-3577.0, -2639.0)"
18,2,5,-17.0,"(-3577.0, -2639.0)"
19,2,5,9.0,"(-3577.0, -2639.0)"
20,2,5,-18.0,"(-3577.0, -2639.0)"
21,2,5,15.0,"(-3577.0, -2639.0)"
22,2,5,-3.0,"(-3577.0, -2639.0)"
23,2,5,7.0,"(-3577.0, -2639.0)"
24,2,5,10.0,"(-3577.0, -2639.0)"
25,2,5,-32.0,"(-3577.0, -2639.0)"
26,2,5,-16.0,"(-3577.0, -2639.0)"
27,2,5,4.0,"(-3577.0, -2639.0)"
28,2,5,-31.0,"(-3577.0, -2639.0)"
29,2,5,-6.0,"(-3577.0, -2639.0)"
30,2,5,-6.0,"(-3577.0, -2639.0)"
31,2,5,-21.0,"(-3577.0, -2639.0)"
32,2,5,-13.0,"(-3577.0, -2639.0)"
33,2,5,-14.0,"(-3577.0, -2639.0)"
34,2,5,20.0,"(-3577.0, -2639.0)"
35,2,5,7.0,"(-3577.0, -2639.0)"
36,2,5,8.0,"(-3577.0, -2639.0)"
37,2,5,-6.0,"(-3577.0, -2639.0)"
38,2,5,8.0,"(-3577.0, -2639.0)"
39,2,5,8.0,"(-3577.0, -2639.0)"
40,2,5,-15.0,"(-3577.0, -2639.0)"
41,2,5,-3.0,"(-3577.0, -2639.0)"
42,2,5,-11.0,"(-3577.0, -2639.0)"
43,2,5,-14.0,"(-3577.0, -2639.0)"
44,2,5,-6.0,"(-3577.0, -2639.0)"
45,2,5,-5.0,"(-3577.0, -2639.0)"
46,2,5,-6.0,"(-3577.0, -2639.0)"
47,2,5,-12.0,"(-3577.0, -2639.0)"
48,2,5,-11.0,"(-3577.0, -2639.0)"
49,2,5,2.0,"(-3577.0, -2639.0)"
50,2,5,-30.0,"(-3577.0, -2639.0)"
51,2,5,-6.0,"(-3577.0, -2639.0)"
52,2,5,-11.0,"(-3577.0, -2639.0)"
53,2,5,-21.0,"(-3577.0, -2639.0)"
54,2,5,20.0,"(-3577.0, -2639.0)"
55,2,5,14.0,"(-3577.0, -2639.0)"
56,2,5,24.0,"(-3577.0, -2639.0)"
57,2,5,2.0,"(-3577.0, -2639.0)"
58,2,5,-3.0,"(-3577.0, -2639.0)"
59,2,5,22.0,"(-3577.0, -2639.0)"
60,2,5,-3.0,"(-3577.0, -2639.0)"
61,2,5,14.0,"(-3577.0, -2639.0)"
62,2,5,17.0,"(-3577.0, -2639.0)"
63,2,5,-27.0,"(-3577.0, -2639.0)"
64,2,5,21.0,"(-3577.0, -2639.0)"
65,2,5,-12.0,"(-3577.0, -2639.0)"
66,2,5,7.0,"(-3577.0, -2639.0)"
67,2,5,-6.0,"(-3577.0, -2639.0)"
68,2,5,-11.0,"(-3577.0, -2639.0)"
69,2,5,-14.0,"(-3577.0, -2639.0)"
70,2,5,-6.0,"(-3577.0, -2639.0)"
71,2,5,-6.0,"(-3577.0, -2639.0)"
72,2,5,-26.0,"(-3577.0, -2639.0)"
73,2,5,-16.0,"(-3577.0, -2639.0)"
74,2,5,18.0,"(-3577.0, -2639.0)"
75,2,5,21.0,"(-3577.0, -2639.0)"
76,2,5,-15.0,"(-3577.0, -2639.0)"
77,2,5,-5.0,"(-3577.0, -2639.0)"
78,2,5,-14.0,"(-3577.0, -2639.0)"
79,2,5,25.0,"(-3577.0, -2639.0)"
80,2,5,-7.0,"(-3577.0, -2639.0)"
81,2,5,25.0,"(-3577.0, -2639.0)"
82,2,5,-12.0,"(-3577.0, -2639.0)"
83,2,5,-16.0,"(-3577.0, -2639.0)"
84,2,5,20.0,"(-3577.0, -2639.0)"
85,2,5,-22.0,"(-3577.0, -2639.0)"
86,2,5,-17.0,"(-3577.0, -2639.0)"
87,2,5,-2.0,"(-3577.0, -2639.0)"
88,2,5,-7.0,"(-3577.0, -2639.0)"
89,2,5,8.0,"(-3577.0, -2639.0)"
90,2,5,17.0,"(-3577.0, -2639.0)"
91,2,5,17.0,"(-3577.0, -2639.0)"
92,2,5,-32.0,"(-3577.0, -2639.0)"
93,2,5,-22.0,"(-3577.0, -2639.0)"
94,2,5,19.0,"(-3577.0, -2639.0)"
95,2,5,21.0,"(-3577.0, -2639.0)"
96,2,5,20.0,"(-3577.0, -2639.0)"
97,2,5,22.0,"(-3577.0, -2639.0)"
98,2,5,20.0,"(-3577.0, -2639.0)"
99,2,5,-29.0,"(-3577.0, -2639.0)"
100,2,10,-23.0,"(-1112.0, -1314.0)"
101,2,10,4.0,"(-1112.0, -1314.0)"
102,2,10,5.0,"(-1112.0, -1314.0)"
103,2,10,-8.0,"(-1112.0, -1314.0)"
104,2,10,-17.0,"(-1112.0, -1314.0)"
105,2,10,-5.0,"(-1112.0, -1314.0)"
106,2,10,-16.0,"(-1112.0, -1314.0)"
107,2,10,-8.0,"(-1112.0, -1314.0)"
108,2,10,4.0,"(-1112.0, -1314.0)"
109,2,10,-3.0,"(-1112.0, -1314.0)"
110,2,10,13.0,"(-1112.0, -1314.0)"
111,2,10,17.0,"(-1112.0, -1314.0)"
112,2,10,9.0,"(-1112.0, -1314.0)"
113,2,10,2.0,"(-1112.0, -1314.0)"
114,2,10,-11.0,"(-1112.0, -1314.0)"
115,2,10,-9.0,"(-1112.0, -1314.0)"
116,2,10,-8.0,"(-1112.0, -1314.0)"
117,2,10,7.0,"(-1112.0, -1314.0)"
118,2,10,20.0,"(-1112.0, -1314.0)"
119,2,10,-4.0,"(-1112.0, -1314.0)"
120,2,10,13.0,"(-1112.0, -1314.0)"
121,2,10,10.0,"(-1112.0, -1314.0)"
122,2,10,5.0,"(-1112.0, -1314.0)"
123,2,10,-9.0,"(-1112.0, -1314.0)"
124,2,10,-23.0,"(-1112.0, -1314.0)"
125,2,10,4.0,"(-1112.0, -1314.0)"
126,2,10,11.0,"(-1112.0, -1314.0)"
127,2,10,4.0,"(-1112.0, -1314.0)"
128,2,10,-16.0,"(-1112.0, -1314.0)"
129,2,10,-24.0,"(-1112.0, -1314.0)"
130,2,10,-8.0,"(-1112.0, -1314.0)"
131,2,10,2.0,"(-1112.0, -1314.0)"
132,2,10,19.0,"(-1112.0, -1314.0)"
133,2,10,-12.0,"(-1112.0, -1314.0)"
134,2,10,-1.0,"(-1112.0, -1314.0)"
135,2,10,-4.0,"(-1112.0, -1314.0)"
136,2,10,1.0,"(-1112.0, -1314.0)"
137,2,10,-20.0,"(-1112.0, -1314.0)"
138,2,10,-16.0,"(-1112.0, -1314.0)"
139,2,10,-20.0,"(-1112.0, -1314.0)"
140,2,10,-5.0,"(-1112.0, -1314.0)"
141,2,10,-9.0,"(-1112.0, -1314.0)"
142,2,10,-8.0,"(-1112.0, -1314.0)"
143,2,10,-12.0,"(-1112.0, -1314.0)"
144,2,10,-18.0,"(-1112.0, -1314.0)"
145,2,10,-11.0,"(-1112.0, -1314.0)"
146,2,10,4.0,"(-1112.0, -1314.0)"
147,2,10,-8.0,"(-1112.0, -1314.0)"
148,2,10,-8.0,"(-1112.0, -1314.0)"
149,2,10,-17.0,"(-1112.0, -1314.0)"
150,2,10,-8.0,"(-1112.0, -1314.0)"
151,2,10,-8.0,"(-1112.0, -1314.0)"
152,2,10,-9.0,"(-1112.0, -1314.0)"
153,2,10,-21.0,"(-1112.0, -1314.0)"
154,2,10,-9.0,"(-1112.0, -1314.0)"
155,2,10,13.0,"(-1112.0, -1314.0)"
156,2,10,-10.0,"(-1112.0, -1314.0)"
157,2,10,-17.0,"(-1112.0, -1314.0)"
158,2,10,-4.0,"(-1112.0, -1314.0)"
159,2,10,9.0,"(-1112.0, -1314.0)"
160,2,10,12.0,"(-1112.0, -1314.0)"
161,2,10,-9.0,"(-1112.0, -1314.0)"
162,2,10,-18.0,"(-1112.0, -1314.0)"
163,2,10,-17.0,"(-1112.0, -1314.0)"
164,2,10,6.0,"(-1112.0, -1314.0)"
165,2,10,10.0,"(-1112.0, -1314.0)"
166,2,10,3.0,"(-1112.0, -1314.0)"
167,2,10,5.0,"(-1112.0, -1314.0)"
168,2,10,-16.0,"(-1112.0, -1314.0)"
169,2,10,-5.0,"(-1112.0, -1314.0)"
170,2,10,5.0,"(-1112.0, -1314.0)"
171,2,10,17.0,"(-1112.0, -1314.0)"
172,2,10,18.0,"(-1112.0, -1314.0)"
173,2,10,7.0,"(-1112.0, -1314.0)"
174,2,10,-23.0,"(-1112.0, -1314.0)"
175,2,10,-8.0,"(-1112.0, -1314.0)"
176,2,10,4.0,"(-1112.0, -1314.0)"
177,2,10,-9.0,"(-1112.0, -1314.0)"
178,2,10,14.0,"(-1112.0, -1314.0)"
179,2,10,-20.0,"(-1112.0, -1314.0)"
180,2,10,10.0,"(-1112.0, -1314.0)"
181,2,10,-23.0,"(-1112.0, -1314.0)"
182,2,10,15.0,"(-1112.0, -1314.0)"
183,2,10,15.0,"(-1112.0, -1314.0)"
184,2,10,5.0,"(-1112.0, -1314.0)"
185,2,10,20.0,"(-1112.0, -1314.0)"
186,2,10,-5.0,"(-1112.0, -1314.0)"
187,2,10,-2.0,"(-1112.0, -1314.0)"
188,2,10,5.0,"(-1112.0, -1314.0)"
189,2,10,-23.0,"(-1112.0, -1314.0)"
190,2,10,-20.0,"(-1112.0, -1314.0)"
191,2,10,-3.0,"(-1112.0, -1314.0)"
192,2,10,4.0,"(-1112.0, -1314.0)"
193,2,10,-20.0,"(-1112.0, -1314.0)"
194,2,10,-10.0,"(-1112.0, -1314.0)"
195,2,10,-5.0,"(-1112.0, -1314.0)"
196,2,10,-9.0,"(-1112.0, -1314.0)"
197,2,10,-24.0,"(-1112.0, -1314.0)"
198,2,10,-1.0,"(-1112.0, -1314.0)"
199,2,10,-17.0,"(-1112.0, -1314.0)"
200,2,15,-4.0,"(1531.0, -3407.0)"
201,2,15,-3.0,"(1531.0, -3407.0)"
202,2,15,11.0,"(1531.0, -3407.0)"
203,2,15,-6.0,"(1531.0, -3407.0)"
204,2,15,-3.0,"(1531.0, -3407.0)"
205,2,15,-14.0,"(1531.0, -3407.0)"
206,2,15,11.0,"(1531.0, -3407.0)"
207,2,15,12.0,"(1531.0, -3407.0)"
208,2,15,11.0,"(1531.0, -3407.0)"
209,2,15,-3.0,"(1531.0, -3407.0)"
210,2,15,11.0,"(1531.0, -3407.0)"
211,2,15,12.0,"(1531.0, -3407.0)"
212,2,15,-17.0,"(1531.0, -3407.0)"
213,2,15,-3.0,"(1531.0, -3407.0)"
214,2,15,11.0,"(1531.0, -3407.0)"
215,2,15,-14.0,"(1531.0, -3407.0)"
216,2,15,-20.0,"(1531.0, -3407.0)"
217,2,15,12.0,"(1531.0, -3407.0)"
218,2,15,12.0,"(1531.0, -3407.0)"
219,2,15,12.0,"(1531.0, -3407.0)"
220,2,15,8.0,"(1531.0, -3407.0)"
221,2,15,12.0,"(1531.0, -3407.0)"
222,2,15,4.0,"(1531.0, -3407.0)"
223,2,15,-17.0,"(1531.0, -3407.0)"
224,2,15,12.0,"(1531.0, -3407.0)"
225,2,15,11.0,"(1531.0, -3407.0)"
226,2,15,12.0,"(1531.0, -3407.0)"
227,2,15,12.0,"(1531.0, -3407.0)"
228,2,15,-14.0,"(1531.0, -3407.0)"
229,2,15,11.0,"(1531.0, -3407.0)"
230,2,15,-4.0,"(1531.0, -3407.0)"
231,2,15,-4.0,"(1531.0, -3407.0)"
232,2,15,12.0,"(1531.0, -3407.0)"
233,2,15,-13.0,"(1531.0, -3407.0)"
234,2,15,-13.0,"(1531.0, -3407.0)"
235,2,15,-4.0,"(1531.0, -3407.0)"
236,2,15,-6.0,"(1531.0, -3407.0)"
237,2,15,12.0,"(1531.0, -3407.0)"
238,2,15,12.0,"(1531.0, -3407.0)"
239,2,15,-7.0,"(1531.0, -3407.0)"
240,2,15,-14.0,"(1531.0, -3407.0)"
241,2,15,10.0,"(1531.0, -3407.0)"
242,2,15,-20.0,"(1531.0, -3407.0)"
243,2,15,11.0,"(1531.0, -3407.0)"
244,2,15,11.0,"(1531.0, -3407.0)"
245,2,15,12.0,"(1531.0, -3407.0)"
246,2,15,8.0,"(1531.0, -3407.0)"
247,2,15,8.0,"(1531.0, -3407.0)"
248,2,15,-3.0,"(1531.0, -3407.0)"
249,2,15,-14.0,"(1531.0, -3407.0)"
250,2,15,-7.0,"(1531.0, -3407.0)"
251,2,15,11.0,"(1531.0, -3407.0)"
252,2,15,-10.0,"(1531.0, -3407.0)"
253,2,15,-14.0,"(1531.0, -3407.0)"
254,2,15,11.0,"(1531.0, -3407.0)"
255,2,15,11.0,"(1531.0, -3407.0)"
256,2,15,11.0,"(1531.0, -3407.0)"
257,2,15,-16.0,"(1531.0, -3407.0)"
258,2,15,12.0,"(1531.0, -3407.0)"
259,2,15,-19.0,"(1531.0, -3407.0)"
260,2,15,-3.0,"(1531.0, -3407.0)"
261,2,15,8.0,"(1531.0, -3407.0)"
262,2,15,-16.0,"(1531.0, -3407.0)"
263,2,15,9.0,"(1531.0, -3407.0)"
264,2,15,11.0,"(1531.0, -3407.0)"
265,2,15,12.0,"(1531.0, -3407.0)"
266,2,15,-13.0,"(1531.0, -3407.0)"
267,2,15,12.0,"(1531.0, -3407.0)"
268,2,15,11.0,"(1531.0, -3407.0)"
269,2,15,11.0,"(1531.0, -3407.0)"
270,2,15,11.0,"(1531.0, -3407.0)"
271,2,15,12.0,"(1531.0, -3407.0)"
272,2,15,11.0,"(1531.0, -3407.0)"
273,2,15,-14.0,"(1531.0, -3407.0)"
274,2,15,-7.0,"(1531.0, -3407.0)"
275,2,15,12.0,"(1531.0, -3407.0)"
276,2,15,-20.0,"(1531.0, -3407.0)"
277,2,15,5.0,"(1531.0, -3407.0)"
278,2,15,12.0,"(1531.0, -3407.0)"
279,2,15,11.0,"(1531.0, -3407.0)"
280,2,15,12.0,"(1531.0, -3407.0)"
281,2,15,-13.0,"(1531.0, -3407.0)"
282,2,15,13.0,"(1531.0, -3407.0)"
283,2,15,12.0,"(1531.0, -3407.0)"
284,2,15,-9.0,"(1531.0, -3407.0)"
285,2,15,6.0,"(1531.0, -3407.0)"
286,2,15,-14.0,"(1531.0, -3407.0)"
287,2,15,-17.0,"(1531.0, -3407.0)"
288,2,15,-7.0,"(1531.0, -3407.0)"
289,2,15,-3.0,"(1531.0, -3407.0)"
290,2,15,-14.0,"(1531.0, -3407.0)"
291,2,15,-14.0,"(1531.0, -3407.0)"
292,2,15,11.0,"(1531.0, -3407.0)"
293,2,15,8.0,"(1531.0, -3407.0)"
294,2,15,11.0,"(1531.0, -3407.0)"
295,2,15,11.0,"(1531.0, -3407.0)"
296,2,15,12.0,"(1531.0, -3407.0)"
297,2,15,12.0,"(1531.0, -3407.0)"
298,2,15,-17.0,"(1531.0, -3407.0)"
299,2,15,13.0,"(1531.0, -3407.0)"
300,2,20,5.0,"(545.0, -2765.0)"
301,2,20,-11.0,"(545.0, -2765.0)"
302,2,20,2.0,"(545.0, -2765.0)"
303,2,20,4.0,"(545.0, -2765.0)"
304,2,20,10.0,"(545.0, -2765.0)"
305,2,20,-9.0,"(545.0, -2765.0)"
306,2,20,2.0,"(545.0, -2765.0)"
307,2,20,0.0,"(545.0, -2765.0)"
308,2,20,5.0,"(545.0, -2765.0)"
309,2,20,2.0,"(545.0, -2765.0)"
310,2,20,5.0,"(545.0, -2765.0)"
311,2,20,4.0,"(545.0, -2765.0)"
312,2,20,5.0,"(545.0, -2765.0)"
313,2,20,-9.0,"(545.0, -2765.0)"
314,2,20,-17.0,"(545.0, -2765.0)"
315,2,20,-12.0,"(545.0, -2765.0)"
316,2,20,5.0,"(545.0, -2765.0)"
317,2,20,5.0,"(545.0, -2765.0)"
318,2,20,2.0,"(545.0, -2765.0)"
319,2,20,-16.0,"(545.0, -2765.0)"
320,2,20,-16.0,"(545.0, -2765.0)"
321,2,20,4.0,"(545.0, -2765.0)"
322,2,20,4.0,"(545.0, -2765.0)"
323,2,20,5.0,"(545.0, -2765.0)"
324,2,20,-9.0,"(545.0, -2765.0)"
325,2,20,4.0,"(545.0, -2765.0)"
326,2,20,-16.0,"(545.0, -2765.0)"
327,2,20,-10.0,"(545.0, -2765.0)"
328,2,20,4.0,"(545.0, -2765.0)"
329,2,20,-9.0,"(545.0, -2765.0)"
330,2,20,-10.0,"(545.0, -2765.0)"
331,2,20,5.0,"(545.0, -2765.0)"
332,2,20,5.0,"(545.0, -2765.0)"
333,2,20,5.0,"(545.0, -2765.0)"
334,2,20,4.0,"(545.0, -2765.0)"
335,2,20,5.0,"(545.0, -2765.0)"
336,2,20,5.0,"(545.0, -2765.0)"
337,2,20,-9.0,"(545.0, -2765.0)"
338,2,20,4.0,"(545.0, -2765.0)"
339,2,20,7.0,"(545.0, -2765.0)"
340,2,20,4.0,"(545.0, -2765.0)"
341,2,20,5.0,"(545.0, -2765.0)"
342,2,20,4.0,"(545.0, -2765.0)"
343,2,20,5.0,"(545.0, -2765.0)"
344,2,20,4.0,"(545.0, -2765.0)"
345,2,20,6.0,"(545.0, -2765.0)"
346,2,20,-9.0,"(545.0, -2765.0)"
347,2,20,-10.0,"(545.0, -2765.0)"
348,2,20,4.0,"(545.0, -2765.0)"
349,2,20,4.0,"(545.0, -2765.0)"
350,2,20,4.0,"(545.0, -2765.0)"
351,2,20,5.0,"(545.0, -2765.0)"
352,2,20,5.0,"(545.0, -2765.0)"
353,2,20,9.0,"(545.0, -2765.0)"
354,2,20,4.0,"(545.0, -2765.0)"
355,2,20,4.0,"(545.0, -2765.0)"
356,2,20,4.0,"(545.0, -2765.0)"
357,2,20,5.0,"(545.0, -2765.0)"
358,2,20,-9.0,"(545.0, -2765.0)"
359,2,20,4.0,"(545.0, -2765.0)"
360,2,20,-16.0,"(545.0, -2765.0)"
361,2,20,5.0,"(545.0, -2765.0)"
362,2,20,4.0,"(545.0, -2765.0)"
363,2,20,4.0,"(545.0, -2765.0)"
364,2,20,5.0,"(545.0, -2765.0)"
365,2,20,5.0,"(545.0, -2765.0)"
366,2,20,9.0,"(545.0, -2765.0)"
367,2,20,4.0,"(545.0, -2765.0)"
368,2,20,10.0,"(545.0, -2765.0)"
369,2,20,0.0,"(545.0, -2765.0)"
370,2,20,5.0,"(545.0, -2765.0)"
371,2,20,4.0,"(545.0, -2765.0)"
372,2,20,4.0,"(545.0, -2765.0)"
373,2,20,9.0,"(545.0, -2765.0)"
374,2,20,1.0,"(545.0, -2765.0)"
375,2,20,-10.0,"(545.0, -2765.0)"
376,2,20,5.0,"(545.0, -2765.0)"
377,2,20,5.0,"(545.0, -2765.0)"
378,2,20,-9.0,"(545.0, -2765.0)"
379,2,20,4.0,"(545.0, -2765.0)"
380,2,20,5.0,"(545.0, -2765.0)"
381,2,20,8.0,"(545.0, -2765.0)"
382,2,20,5.0,"(545.0, -2765.0)"
383,2,20,6.0,"(545.0, -2765.0)"
384,2,20,4.0,"(545.0, -2765.0)"
385,2,20,5.0,"(545.0, -2765.0)"
386,2,20,0.0,"(545.0, -2765.0)"
387,2,20,5.0,"(545.0, -2765.0)"
388,2,20,2.0,"(545.0, -2765.0)"
389,2,20,9.0,"(545.0, -2765.0)"
390,2,20,5.0,"(545.0, -2765.0)"
391,2,20,4.0,"(545.0, -2765.0)"
392,2,20,-16.0,"(545.0, -2765.0)"
393,2,20,3.0,"(545.0, -2765.0)"
394,2,20,7.0,"(545.0, -2765.0)"
395,2,20,4.0,"(545.0, -2765.0)"
396,2,20,-10.0,"(545.0, -2765.0)"
397,2,20,4.0,"(545.0, -2765.0)"
398,2,20,4.0,"(545.0, -2765.0)"
399,2,20,-12.0,"(545.0, -2765.0)"
400,2,50,49.0,"(-3577.0, -2639.0)"
401,2,50,-6.0,"(-3577.0, -2639.0)"
402,2,50,36.0,"(-3577.0, -2639.0)"
403,2,50,7.0,"(-3577.0, -2639.0)"
404,2,50,-6.0,"(-3577.0, -2639.0)"
405,2,50,69.0,"(-3577.0, -2639.0)"
406,2,50,49.0,"(-3577.0, -2639.0)"
407,2,50,7.0,"(-3577.0, -2639.0)"
408,2,50,68.0,"(-3577.0, -2639.0)"
409,2,50,76.0,"(-3577.0, -2639.0)"
410,2,50,-6.0,"(-3577.0, -2639.0)"
411,2,50,7.0,"(-3577.0, -2639.0)"
412,2,50,7.0,"(-3577.0, -2639.0)"
413,2,50,47.0,"(-3577.0, -2639.0)"
414,2,50,7.0,"(-3577.0, -2639.0)"
415,2,50,7.0,"(-3577.0, -2639.0)"
416,2,50,7.0,"(-3577.0, -2639.0)"
417,2,50,-6.0,"(-3577.0, -2639.0)"
418,2,50,72.0,"(-3577.0, -2639.0)"
419,2,50,49.0,"(-3577.0, -2639.0)"
420,2,50,-6.0,"(-3577.0, -2639.0)"
421,2,50,-6.0,"(-3577.0, -2639.0)"
422,2,50,-6.0,"(-3577.0, -2639.0)"
423,2,50,60.0,"(-3577.0, -2639.0)"
424,2,50,75.0,"(-3577.0, -2639.0)"
425,2,50,70.0,"(-3577.0, -2639.0)"
426,2,50,60.0,"(-3577.0, -2639.0)"
427,2,50,-6.0,"(-3577.0, -2639.0)"
428,2,50,7.0,"(-3577.0, -2639.0)"
429,2,50,7.0,"(-3577.0, -2639.0)"
430,2,50,-6.0,"(-3577.0, -2639.0)"
431,2,50,72.0,"(-3577.0, -2639.0)"
432,2,50,71.0,"(-3577.0, -2639.0)"
433,2,50,7.0,"(-3577.0, -2639.0)"
434,2,50,74.0,"(-3577.0, -2639.0)"
435,2,50,-6.0,"(-3577.0, -2639.0)"
436,2,50,58.0,"(-3577.0, -2639.0)"
437,2,50,7.0,"(-3577.0, -2639.0)"
438,2,50,7.0,"(-3577.0, -2639.0)"
439,2,50,57.0,"(-3577.0, -2639.0)"
440,2,50,7.0,"(-3577.0, -2639.0)"
441,2,50,49.0,"(-3577.0, -2639.0)"
442,2,50,61.0,"(-3577.0, -2639.0)"
443,2,50,72.0,"(-3577.0, -2639.0)"
444,2,50,7.0,"(-3577.0, -2639.0)"
445,2,50,46.0,"(-3577.0, -2639.0)"
446,2,50,60.0,"(-3577.0, -2639.0)"
447,2,50,-6.0,"(-3577.0, -2639.0)"
448,2,50,60.0,"(-3577.0, -2639.0)"
449,2,50,76.0,"(-3577.0, -2639.0)"
450,2,50,7.0,"(-3577.0, -2639.0)"
451,2,50,7.0,"(-3577.0, -2639.0)"
452,2,50,76.0,"(-3577.0, -2639.0)"
453,2,50,75.0,"(-3577.0, -2639.0)"
454,2,50,49.0,"(-3577.0, -2639.0)"
455,2,50,7.0,"(-3577.0, -2639.0)"
456,2,50,-6.0,"(-3577.0, -2639.0)"
457,2,50,49.0,"(-3577.0, -2639.0)"
458,2,50,-6.0,"(-3577.0, -2639.0)"
459,2,50,-6.0,"(-3577.0, -2639.0)"
460,2,50,60.0,"(-3577.0, -2639.0)"
461,2,50,73.0,"(-3577.0, -2639.0)"
462,2,50,-6.0,"(-3577.0, -2639.0)"
463,2,50,75.0,"(-3577.0, -2639.0)"
464,2,50,7.0,"(-3577.0, -2639.0)"
465,2,50,7.0,"(-3577.0, -2639.0)"
466,2,50,46.0,"(-3577.0, -2639.0)"
467,2,50,49.0,"(-3577.0, -2639.0)"
468,2,50,7.0,"(-3577.0, -2639.0)"
469,2,50,7.0,"(-3577.0, -2639.0)"
470,2,50,-6.0,"(-3577.0, -2639.0)"
471,2,50,-6.0,"(-3577.0, -2639.0)"
472,2,50,47.0,"(-3577.0, -2639.0)"
473,2,50,7.0,"(-3577.0, -2639.0)"
474,2,50,60.0,"(-3577.0, -2639.0)"
475,2,50,7.0,"(-3577.0, -2639.0)"
476,2,50,60.0,"(-3577.0, -2639.0)"
477,2,50,49.0,"(-3577.0, -2639.0)"
478,2,50,71.0,"(-3577.0, -2639.0)"
479,2,50,60.0,"(-3577.0, -2639.0)"
480,2,50,7.0,"(-3577.0, -2639.0)"
481,2,50,7.0,"(-3577.0, -2639.0)"
482,2,50,7.0,"(-3577.0, -2639.0)"
483,2,50,-6.0,"(-3577.0, -2639.0)"
484,2,50,7.0,"(-3577.0, -2639.0)"
485,2,50,72.0,"(-3577.0, -2639.0)"
486,2,50,7.0,"(-3577.0, -2639.0)"
487,2,50,7.0,"(-3577.0, -2639.0)"
488,2,50,7.0,"(-3577.0, -2639.0)"
489,2,50,-6.0,"(-3577.0, -2639.0)"
490,2,50,-6.0,"(-3577.0, -2639.0)"
491,2,50,-6.0,"(-3577.0, -2639.0)"
492,2,50,68.0,"(-3577.0, -2639.0)"
493,2,50,7.0,"(-3577.0, -2639.0)"
494,2,50,-6.0,"(-3577.0, -2639.0)"
495,2,50,7.0,"(-3577.0, -2639.0)"
496,2,50,-6.0,"(-3577.0, -2639.0)"
497,2,50,7.0,"(-3577.0, -2639.0)"
498,2,50,-6.0,"(-3577.0, -2639.0)"
499,2,50,-6.0,"(-3577.0, -2639.0)"
500,5,5,-28.0,"(-4056.0, -3877.0)"
501,5,5,-22.0,"(-4056.0, -3877.0)"
502,5,5,-30.0,"(-4056.0, -3877.0)"
503,5,5,-18.0,"(-4056.0, -3877.0)"
504,5,5,19.0,"(-4056.0, -3877.0)"
505,5,5,2.0,"(-4056.0, -3877.0)"
506,5,5,-16.0,"(-4056.0, -3877.0)"
507,5,5,-12.0,"(-4056.0, -3877.0)"
508,5,5,6.0,"(-4056.0, -3877.0)"
509,5,5,2.0,"(-4056.0, -3877.0)"
510,5,5,9.0,"(-4056.0, -3877.0)"
511,5,5,-12.0,"(-4056.0, -3877.0)"
512,5,5,6.0,"(-4056.0, -3877.0)"
513,5,5,16.0,"(-4056.0, -3877.0)"
514,5,5,-12.0,"(-4056.0, -3877.0)"
515,5,5,-19.0,"(-4056.0, -3877.0)"
516,5,5,-15.0,"(-4056.0, -3877.0)"
517,5,5,3.0,"(-4056.0, -3877.0)"
518,5,5,3.0,"(-4056.0, -3877.0)"
519,5,5,-12.0,"(-4056.0, -3877.0)"
520,5,5,14.0,"(-4056.0, -3877.0)"
521,5,5,18.0,"(-4056.0, -3877.0)"
522,5,5,16.0,"(-4056.0, -3877.0)"
523,5,5,8.0,"(-4056.0, -3877.0)"
524,5,5,-12.0,"(-4056.0, -3877.0)"
525,5,5,15.0,"(-4056.0, -3877.0)"
526,5,5,-11.0,"(-4056.0, -3877.0)"
527,5,5,-12.0,"(-4056.0, -3877.0)"
528,5,5,-21.0,"(-4056.0, -3877.0)"
529,5,5,9.0,"(-4056.0, -3877.0)"
530,5,5,-13.0,"(-4056.0, -3877.0)"
531,5,5,7.0,"(-4056.0, -3877.0)"
532,5,5,-9.0,"(-4056.0, -3877.0)"
533,5,5,11.0,"(-4056.0, -3877.0)"
534,5,5,0.0,"(-4056.0, -3877.0)"
535,5,5,18.0,"(-4056.0, -3877.0)"
536,5,5,0.0,"(-4056.0, -3877.0)"
537,5,5,-22.0,"(-4056.0, -3877.0)"
538,5,5,-16.0,"(-4056.0, -3877.0)"
539,5,5,-19.0,"(-4056.0, -3877.0)"
