,step,mx,final,xy
2470,20,50,82.0,"(-69.0, -2876.0)"
2471,20,50,-24.0,"(-69.0, -2876.0)"
2472,20,50,-23.0,"(-69.0, -2876.0)"
2473,20,50,95.0,"(-69.0, -2876.0)"
2474,20,50,92.0,"(-69.0, -2876.0)"
2475,20,50,94.0,"(-69.0, -2876.0)"
2476,20,50,88.0,"(-69.0, -2876.0)"
2477,20,50,79.0,"(-69.0, -2876.0)"
2478,20,50,88.0,"(-69.0, -2876.0)"
2479,20,50,92.0,"(-69.0, -2876.0)"
2480,20,50,91.0,"(-69.0, -2876.0)"
2481,20,50,-24.0,"(-69.0, -2876.0)"
2482,20,50,1.0,"(-69.0, -2876.0)"
2483,20,50,92.0,"(-69.0, -2876.0)"
2484,20,50,93.0,"(-69.0, -2876.0)"
2485,20,50,85.0,"(-69.0, -2876.0)"
2486,20,50,86.0,"(-69.0, -2876.0)"
2487,20,50,91.0,"(-69.0, -2876.0)"
2488,20,50,94.0,"(-69.0, -2876.0)"
2489,20,50,86.0,"(-69.0, -2876.0)"
2490,20,50,90.0,"(-69.0, -2876.0)"
2491,20,50,-24.0,"(-69.0, -2876.0)"
2492,20,50,86.0,"(-69.0, -2876.0)"
2493,20,50,-24.0,"(-69.0, -2876.0)"
2494,20,50,82.0,"(-69.0, -2876.0)"
2495,20,50,91.0,"(-69.0, -2876.0)"
2496,20,50,87.0,"(-69.0, -2876.0)"
2497,20,50,88.0,"(-69.0, -2876.0)"
2498,20,50,79.0,"(-69.0, -2876.0)"
2499,20,50,85.0,"(-69.0, -2876.0)"
2500,40,5,-20.0,"(-161.0, -1262.0)"
2501,40,5,-24.0,"(-161.0, -1262.0)"
2502,40,5,-24.0,"(-161.0, -1262.0)"
2503,40,5,-46.0,"(-161.0, -1262.0)"
2504,40,5,-45.0,"(-161.0, -1262.0)"
2505,40,5,-51.0,"(-161.0, -1262.0)"
2506,40,5,-47.0,"(-161.0, -1262.0)"
2507,40,5,-25.0,"(-161.0, -1262.0)"
2508,40,5,-21.0,"(-161.0, -1262.0)"
2509,40,5,-45.0,"(-161.0, -1262.0)"
2510,40,5,-18.0,"(-161.0, -1262.0)"
2511,40,5,-50.0,"(-161.0, -1262.0)"
2512,40,5,-57.0,"(-161.0, -1262.0)"
2513,40,5,-34.0,"(-161.0, -1262.0)"
2514,40,5,-50.0,"(-161.0, -1262.0)"
2515,40,5,-31.0,"(-161.0, -1262.0)"
2516,40,5,-30.0,"(-161.0, -1262.0)"
2517,40,5,-56.0,"(-161.0, -1262.0)"
2518,40,5,-46.0,"(-161.0, -1262.0)"
2519,40,5,-49.0,"(-161.0, -1262.0)"
2520,40,5,-24.0,"(-161.0, -1262.0)"
2521,40,5,-57.0,"(-161.0, -1262.0)"
2522,40,5,-24.0,"(-161.0, -1262.0)"
2523,40,5,-26.0,"(-161.0, -1262.0)"
2524,40,5,-43.0,"(-161.0, -1262.0)"
2525,40,5,-45.0,"(-161.0, -1262.0)"
2526,40,5,-57.0,"(-161.0, -1262.0)"
2527,40,5,-33.0,"(-161.0, -1262.0)"
2528,40,5,-55.0,"(-161.0, -1262.0)"
2529,40,5,-54.0,"(-161.0, -1262.0)"
2530,40,5,-28.0,"(-161.0, -1262.0)"
2531,40,5,-32.0,"(-161.0, -1262.0)"
2532,40,5,-51.0,"(-161.0, -1262.0)"
2533,40,5,-49.0,"(-161.0, -1262.0)"
2534,40,5,-54.0,"(-161.0, -1262.0)"
2535,40,5,-38.0,"(-161.0, -1262.0)"
2536,40,5,-38.0,"(-161.0, -1262.0)"
2537,40,5,-30.0,"(-161.0, -1262.0)"
2538,40,5,-52.0,"(-161.0, -1262.0)"
2539,40,5,-27.0,"(-161.0, -1262.0)"
2540,40,5,-1.0,"(-161.0, -1262.0)"
2541,40,5,-50.0,"(-161.0, -1262.0)"
2542,40,5,-33.0,"(-161.0, -1262.0)"
2543,40,5,-24.0,"(-161.0, -1262.0)"
2544,40,5,-26.0,"(-161.0, -1262.0)"
2545,40,5,-18.0,"(-161.0, -1262.0)"
2546,40,5,-53.0,"(-161.0, -1262.0)"
2547,40,5,-46.0,"(-161.0, -1262.0)"
2548,40,5,-24.0,"(-161.0, -1262.0)"
2549,40,5,-56.0,"(-161.0, -1262.0)"
2550,40,5,-30.0,"(-161.0, -1262.0)"
2551,40,5,-52.0,"(-161.0, -1262.0)"
2552,40,5,-28.0,"(-161.0, -1262.0)"
2553,40,5,-24.0,"(-161.0, -1262.0)"
2554,40,5,-26.0,"(-161.0, -1262.0)"
2555,40,5,0.0,"(-161.0, -1262.0)"
2556,40,5,0.0,"(-161.0, -1262.0)"
2557,40,5,-54.0,"(-161.0, -1262.0)"
2558,40,5,-23.0,"(-161.0, -1262.0)"
2559,40,5,-34.0,"(-161.0, -1262.0)"
2560,40,5,-25.0,"(-161.0, -1262.0)"
2561,40,5,-28.0,"(-161.0, -1262.0)"
2562,40,5,-22.0,"(-161.0, -1262.0)"
2563,40,5,-50.0,"(-161.0, -1262.0)"
2564,40,5,-27.0,"(-161.0, -1262.0)"
2565,40,5,1.0,"(-161.0, -1262.0)"
2566,40,5,-55.0,"(-161.0, -1262.0)"
2567,40,5,-19.0,"(-161.0, -1262.0)"
2568,40,5,-21.0,"(-161.0, -1262.0)"
2569,40,5,-57.0,"(-161.0, -1262.0)"
2570,40,5,-38.0,"(-161.0, -1262.0)"
2571,40,5,-57.0,"(-161.0, -1262.0)"
2572,40,5,-54.0,"(-161.0, -1262.0)"
2573,40,5,-48.0,"(-161.0, -1262.0)"
2574,40,5,-44.0,"(-161.0, -1262.0)"
2575,40,5,-33.0,"(-161.0, -1262.0)"
2576,40,5,-25.0,"(-161.0, -1262.0)"
2577,40,5,-51.0,"(-161.0, -1262.0)"
2578,40,5,-28.0,"(-161.0, -1262.0)"
2579,40,5,-49.0,"(-161.0, -1262.0)"
2580,40,5,0.0,"(-161.0, -1262.0)"
2581,40,5,-53.0,"(-161.0, -1262.0)"
2582,40,5,-30.0,"(-161.0, -1262.0)"
2583,40,5,-37.0,"(-161.0, -1262.0)"
2584,40,5,-31.0,"(-161.0, -1262.0)"
2585,40,5,-18.0,"(-161.0, -1262.0)"
2586,40,5,-44.0,"(-161.0, -1262.0)"
2587,40,5,-52.0,"(-161.0, -1262.0)"
2588,40,5,-55.0,"(-161.0, -1262.0)"
2589,40,5,-25.0,"(-161.0, -1262.0)"
2590,40,5,-24.0,"(-161.0, -1262.0)"
2591,40,5,-28.0,"(-161.0, -1262.0)"
2592,40,5,1.0,"(-161.0, -1262.0)"
2593,40,5,-57.0,"(-161.0, -1262.0)"
2594,40,5,-53.0,"(-161.0, -1262.0)"
2595,40,5,-20.0,"(-161.0, -1262.0)"
2596,40,5,-52.0,"(-161.0, -1262.0)"
2597,40,5,-49.0,"(-161.0, -1262.0)"
2598,40,5,-19.0,"(-161.0, -1262.0)"
2599,40,5,-28.0,"(-161.0, -1262.0)"
2600,40,10,-58.0,"(-4068.0, -4892.0)"
2601,40,10,-36.0,"(-4068.0, -4892.0)"
2602,40,10,-50.0,"(-4068.0, -4892.0)"
2603,40,10,-45.0,"(-4068.0, -4892.0)"
2604,40,10,91.0,"(-4068.0, -4892.0)"
2605,40,10,-55.0,"(-4068.0, -4892.0)"
2606,40,10,-39.0,"(-4068.0, -4892.0)"
2607,40,10,-22.0,"(-4068.0, -4892.0)"
2608,40,10,-49.0,"(-4068.0, -4892.0)"
2609,40,10,-25.0,"(-4068.0, -4892.0)"
2610,40,10,-22.0,"(-4068.0, -4892.0)"
2611,40,10,-50.0,"(-4068.0, -4892.0)"
2612,40,10,-39.0,"(-4068.0, -4892.0)"
2613,40,10,-28.0,"(-4068.0, -4892.0)"
2614,40,10,-24.0,"(-4068.0, -4892.0)"
2615,40,10,-51.0,"(-4068.0, -4892.0)"
2616,40,10,-21.0,"(-4068.0, -4892.0)"
2617,40,10,-36.0,"(-4068.0, -4892.0)"
2618,40,10,-47.0,"(-4068.0, -4892.0)"
2619,40,10,-23.0,"(-4068.0, -4892.0)"
2620,40,10,-57.0,"(-4068.0, -4892.0)"
2621,40,10,-52.0,"(-4068.0, -4892.0)"
2622,40,10,-31.0,"(-4068.0, -4892.0)"
2623,40,10,-54.0,"(-4068.0, -4892.0)"
2624,40,10,-59.0,"(-4068.0, -4892.0)"
2625,40,10,-33.0,"(-4068.0, -4892.0)"
2626,40,10,-51.0,"(-4068.0, -4892.0)"
2627,40,10,-49.0,"(-4068.0, -4892.0)"
2628,40,10,-23.0,"(-4068.0, -4892.0)"
2629,40,10,-57.0,"(-4068.0, -4892.0)"
2630,40,10,-39.0,"(-4068.0, -4892.0)"
2631,40,10,-23.0,"(-4068.0, -4892.0)"
2632,40,10,-50.0,"(-4068.0, -4892.0)"
2633,40,10,-43.0,"(-4068.0, -4892.0)"
2634,40,10,-55.0,"(-4068.0, -4892.0)"
2635,40,10,-56.0,"(-4068.0, -4892.0)"
2636,40,10,-20.0,"(-4068.0, -4892.0)"
2637,40,10,-59.0,"(-4068.0, -4892.0)"
2638,40,10,-24.0,"(-4068.0, -4892.0)"
2639,40,10,-26.0,"(-4068.0, -4892.0)"
2640,40,10,-28.0,"(-4068.0, -4892.0)"
2641,40,10,-55.0,"(-4068.0, -4892.0)"
2642,40,10,-32.0,"(-4068.0, -4892.0)"
2643,40,10,-57.0,"(-4068.0, -4892.0)"
2644,40,10,-46.0,"(-4068.0, -4892.0)"
2645,40,10,-55.0,"(-4068.0, -4892.0)"
2646,40,10,90.0,"(-4068.0, -4892.0)"
2647,40,10,94.0,"(-4068.0, -4892.0)"
2648,40,10,-25.0,"(-4068.0, -4892.0)"
2649,40,10,-31.0,"(-4068.0, -4892.0)"
2650,40,10,-32.0,"(-4068.0, -4892.0)"
2651,40,10,-57.0,"(-4068.0, -4892.0)"
2652,40,10,-45.0,"(-4068.0, -4892.0)"
2653,40,10,-57.0,"(-4068.0, -4892.0)"
2654,40,10,-55.0,"(-4068.0, -4892.0)"
2655,40,10,-34.0,"(-4068.0, -4892.0)"
2656,40,10,-47.0,"(-4068.0, -4892.0)"
2657,40,10,-47.0,"(-4068.0, -4892.0)"
2658,40,10,-54.0,"(-4068.0, -4892.0)"
2659,40,10,-51.0,"(-4068.0, -4892.0)"
2660,40,10,-50.0,"(-4068.0, -4892.0)"
2661,40,10,-47.0,"(-4068.0, -4892.0)"
2662,40,10,-55.0,"(-4068.0, -4892.0)"
2663,40,10,-49.0,"(-4068.0, -4892.0)"
2664,40,10,-51.0,"(-4068.0, -4892.0)"
2665,40,10,-28.0,"(-4068.0, -4892.0)"
2666,40,10,-56.0,"(-4068.0, -4892.0)"
2667,40,10,-53.0,"(-4068.0, -4892.0)"
2668,40,10,-57.0,"(-4068.0, -4892.0)"
2669,40,10,-51.0,"(-4068.0, -4892.0)"
2670,40,10,-24.0,"(-4068.0, -4892.0)"
2671,40,10,-58.0,"(-4068.0, -4892.0)"
2672,40,10,-45.0,"(-4068.0, -4892.0)"
2673,40,10,-42.0,"(-4068.0, -4892.0)"
2674,40,10,-33.0,"(-4068.0, -4892.0)"
2675,40,10,-55.0,"(-4068.0, -4892.0)"
2676,40,10,-51.0,"(-4068.0, -4892.0)"
2677,40,10,-1.0,"(-4068.0, -4892.0)"
2678,40,10,-37.0,"(-4068.0, -4892.0)"
2679,40,10,-39.0,"(-4068.0, -4892.0)"
2680,40,10,92.0,"(-4068.0, -4892.0)"
2681,40,10,-43.0,"(-4068.0, -4892.0)"
2682,40,10,-57.0,"(-4068.0, -4892.0)"
2683,40,10,-20.0,"(-4068.0, -4892.0)"
2684,40,10,94.0,"(-4068.0, -4892.0)"
2685,40,10,-51.0,"(-4068.0, -4892.0)"
2686,40,10,-27.0,"(-4068.0, -4892.0)"
2687,40,10,-29.0,"(-4068.0, -4892.0)"
2688,40,10,-58.0,"(-4068.0, -4892.0)"
2689,40,10,-33.0,"(-4068.0, -4892.0)"
2690,40,10,93.0,"(-4068.0, -4892.0)"
2691,40,10,-22.0,"(-4068.0, -4892.0)"
2692,40,10,92.0,"(-4068.0, -4892.0)"
2693,40,10,-54.0,"(-4068.0, -4892.0)"
2694,40,10,91.0,"(-4068.0, -4892.0)"
2695,40,10,-42.0,"(-4068.0, -4892.0)"
2696,40,10,-43.0,"(-4068.0, -4892.0)"
2697,40,10,-24.0,"(-4068.0, -4892.0)"
2698,40,10,-36.0,"(-4068.0, -4892.0)"
2699,40,10,93.0,"(-4068.0, -4892.0)"
2700,40,15,-52.0,"(-111.0, -2717.0)"
2701,40,15,-38.0,"(-111.0, -2717.0)"
2702,40,15,87.0,"(-111.0, -2717.0)"
2703,40,15,-44.0,"(-111.0, -2717.0)"
2704,40,15,48.0,"(-111.0, -2717.0)"
2705,40,15,92.0,"(-111.0, -2717.0)"
2706,40,15,92.0,"(-111.0, -2717.0)"
2707,40,15,93.0,"(-111.0, -2717.0)"
2708,40,15,96.0,"(-111.0, -2717.0)"
2709,40,15,91.0,"(-111.0, -2717.0)"
2710,40,15,-53.0,"(-111.0, -2717.0)"
2711,40,15,-46.0,"(-111.0, -2717.0)"
2712,40,15,92.0,"(-111.0, -2717.0)"
2713,40,15,-58.0,"(-111.0, -2717.0)"
2714,40,15,91.0,"(-111.0, -2717.0)"
2715,40,15,-59.0,"(-111.0, -2717.0)"
2716,40,15,-51.0,"(-111.0, -2717.0)"
2717,40,15,95.0,"(-111.0, -2717.0)"
2718,40,15,-34.0,"(-111.0, -2717.0)"
2719,40,15,58.0,"(-111.0, -2717.0)"
2720,40,15,-44.0,"(-111.0, -2717.0)"
2721,40,15,-55.0,"(-111.0, -2717.0)"
2722,40,15,50.0,"(-111.0, -2717.0)"
2723,40,15,95.0,"(-111.0, -2717.0)"
2724,40,15,93.0,"(-111.0, -2717.0)"
2725,40,15,-54.0,"(-111.0, -2717.0)"
2726,40,15,92.0,"(-111.0, -2717.0)"
2727,40,15,-39.0,"(-111.0, -2717.0)"
2728,40,15,93.0,"(-111.0, -2717.0)"
2729,40,15,-40.0,"(-111.0, -2717.0)"
2730,40,15,-47.0,"(-111.0, -2717.0)"
2731,40,15,-48.0,"(-111.0, -2717.0)"
2732,40,15,-37.0,"(-111.0, -2717.0)"
2733,40,15,-55.0,"(-111.0, -2717.0)"
2734,40,15,-54.0,"(-111.0, -2717.0)"
2735,40,15,-54.0,"(-111.0, -2717.0)"
2736,40,15,-42.0,"(-111.0, -2717.0)"
2737,40,15,48.0,"(-111.0, -2717.0)"
2738,40,15,58.0,"(-111.0, -2717.0)"
2739,40,15,-40.0,"(-111.0, -2717.0)"
2740,40,15,-37.0,"(-111.0, -2717.0)"
2741,40,15,94.0,"(-111.0, -2717.0)"
2742,40,15,-59.0,"(-111.0, -2717.0)"
2743,40,15,91.0,"(-111.0, -2717.0)"
2744,40,15,-47.0,"(-111.0, -2717.0)"
2745,40,15,-54.0,"(-111.0, -2717.0)"
2746,40,15,96.0,"(-111.0, -2717.0)"
2747,40,15,95.0,"(-111.0, -2717.0)"
2748,40,15,-42.0,"(-111.0, -2717.0)"
2749,40,15,-51.0,"(-111.0, -2717.0)"
2750,40,15,-51.0,"(-111.0, -2717.0)"
2751,40,15,-40.0,"(-111.0, -2717.0)"
2752,40,15,-40.0,"(-111.0, -2717.0)"
2753,40,15,-48.0,"(-111.0, -2717.0)"
2754,40,15,-48.0,"(-111.0, -2717.0)"
2755,40,15,-44.0,"(-111.0, -2717.0)"
2756,40,15,-35.0,"(-111.0, -2717.0)"
2757,40,15,-52.0,"(-111.0, -2717.0)"
2758,40,15,-36.0,"(-111.0, -2717.0)"
2759,40,15,-50.0,"(-111.0, -2717.0)"
2760,40,15,50.0,"(-111.0, -2717.0)"
2761,40,15,-53.0,"(-111.0, -2717.0)"
2762,40,15,-40.0,"(-111.0, -2717.0)"
2763,40,15,57.0,"(-111.0, -2717.0)"
2764,40,15,94.0,"(-111.0, -2717.0)"
2765,40,15,-58.0,"(-111.0, -2717.0)"
2766,40,15,50.0,"(-111.0, -2717.0)"
2767,40,15,57.0,"(-111.0, -2717.0)"
2768,40,15,50.0,"(-111.0, -2717.0)"
2769,40,15,-54.0,"(-111.0, -2717.0)"
2770,40,15,-42.0,"(-111.0, -2717.0)"
2771,40,15,-58.0,"(-111.0, -2717.0)"
2772,40,15,91.0,"(-111.0, -2717.0)"
2773,40,15,-60.0,"(-111.0, -2717.0)"
2774,40,15,96.0,"(-111.0, -2717.0)"
2775,40,15,-51.0,"(-111.0, -2717.0)"
2776,40,15,-56.0,"(-111.0, -2717.0)"
2777,40,15,-34.0,"(-111.0, -2717.0)"
2778,40,15,-52.0,"(-111.0, -2717.0)"
2779,40,15,95.0,"(-111.0, -2717.0)"
2780,40,15,-50.0,"(-111.0, -2717.0)"
2781,40,15,50.0,"(-111.0, -2717.0)"
2782,40,15,48.0,"(-111.0, -2717.0)"
2783,40,15,96.0,"(-111.0, -2717.0)"
2784,40,15,-47.0,"(-111.0, -2717.0)"
2785,40,15,-41.0,"(-111.0, -2717.0)"
2786,40,15,58.0,"(-111.0, -2717.0)"
2787,40,15,-51.0,"(-111.0, -2717.0)"
2788,40,15,-50.0,"(-111.0, -2717.0)"
2789,40,15,-50.0,"(-111.0, -2717.0)"
2790,40,15,49.0,"(-111.0, -2717.0)"
2791,40,15,57.0,"(-111.0, -2717.0)"
2792,40,15,-39.0,"(-111.0, -2717.0)"
2793,40,15,-57.0,"(-111.0, -2717.0)"
2794,40,15,57.0,"(-111.0, -2717.0)"
2795,40,15,-50.0,"(-111.0, -2717.0)"
2796,40,15,-40.0,"(-111.0, -2717.0)"
2797,40,15,57.0,"(-111.0, -2717.0)"
2798,40,15,92.0,"(-111.0, -2717.0)"
2799,40,15,59.0,"(-111.0, -2717.0)"
2800,40,20,-53.0,"(546.0, -2829.0)"
2801,40,20,-52.0,"(546.0, -2829.0)"
2802,40,20,-22.0,"(546.0, -2829.0)"
2803,40,20,-25.0,"(546.0, -2829.0)"
2804,40,20,-28.0,"(546.0, -2829.0)"
2805,40,20,-39.0,"(546.0, -2829.0)"
2806,40,20,-44.0,"(546.0, -2829.0)"
2807,40,20,-56.0,"(546.0, -2829.0)"
2808,40,20,-21.0,"(546.0, -2829.0)"
2809,40,20,-21.0,"(546.0, -2829.0)"
2810,40,20,-21.0,"(546.0, -2829.0)"
2811,40,20,-51.0,"(546.0, -2829.0)"
2812,40,20,-52.0,"(546.0, -2829.0)"
2813,40,20,-23.0,"(546.0, -2829.0)"
2814,40,20,-22.0,"(546.0, -2829.0)"
2815,40,20,-36.0,"(546.0, -2829.0)"
2816,40,20,-20.0,"(546.0, -2829.0)"
2817,40,20,-19.0,"(546.0, -2829.0)"
2818,40,20,-50.0,"(546.0, -2829.0)"
2819,40,20,-56.0,"(546.0, -2829.0)"
2820,40,20,-29.0,"(546.0, -2829.0)"
2821,40,20,-56.0,"(546.0, -2829.0)"
2822,40,20,-49.0,"(546.0, -2829.0)"
2823,40,20,-27.0,"(546.0, -2829.0)"
2824,40,20,-57.0,"(546.0, -2829.0)"
2825,40,20,-24.0,"(546.0, -2829.0)"
2826,40,20,-48.0,"(546.0, -2829.0)"
2827,40,20,-24.0,"(546.0, -2829.0)"
2828,40,20,-57.0,"(546.0, -2829.0)"
2829,40,20,-30.0,"(546.0, -2829.0)"
2830,40,20,-25.0,"(546.0, -2829.0)"
2831,40,20,-39.0,"(546.0, -2829.0)"
2832,40,20,-47.0,"(546.0, -2829.0)"
2833,40,20,-18.0,"(546.0, -2829.0)"
2834,40,20,-53.0,"(546.0, -2829.0)"
2835,40,20,-18.0,"(546.0, -2829.0)"
2836,40,20,-57.0,"(546.0, -2829.0)"
2837,40,20,-52.0,"(546.0, -2829.0)"
2838,40,20,-44.0,"(546.0, -2829.0)"
2839,40,20,-48.0,"(546.0, -2829.0)"
2840,40,20,-54.0,"(546.0, -2829.0)"
2841,40,20,-53.0,"(546.0, -2829.0)"
2842,40,20,-23.0,"(546.0, -2829.0)"
2843,40,20,-32.0,"(546.0, -2829.0)"
2844,40,20,-52.0,"(546.0, -2829.0)"
2845,40,20,-26.0,"(546.0, -2829.0)"
2846,40,20,-50.0,"(546.0, -2829.0)"
2847,40,20,-29.0,"(546.0, -2829.0)"
2848,40,20,-36.0,"(546.0, -2829.0)"
2849,40,20,-26.0,"(546.0, -2829.0)"
2850,40,20,-42.0,"(546.0, -2829.0)"
2851,40,20,-46.0,"(546.0, -2829.0)"
2852,40,20,-30.0,"(546.0, -2829.0)"
2853,40,20,-20.0,"(546.0, -2829.0)"
2854,40,20,-51.0,"(546.0, -2829.0)"
2855,40,20,-23.0,"(546.0, -2829.0)"
2856,40,20,-22.0,"(546.0, -2829.0)"
2857,40,20,-57.0,"(546.0, -2829.0)"
2858,40,20,-20.0,"(546.0, -2829.0)"
2859,40,20,-29.0,"(546.0, -2829.0)"
2860,40,20,-28.0,"(546.0, -2829.0)"
2861,40,20,-22.0,"(546.0, -2829.0)"
2862,40,20,-46.0,"(546.0, -2829.0)"
2863,40,20,-51.0,"(546.0, -2829.0)"
2864,40,20,-34.0,"(546.0, -2829.0)"
2865,40,20,-21.0,"(546.0, -2829.0)"
2866,40,20,-30.0,"(546.0, -2829.0)"
2867,40,20,-51.0,"(546.0, -2829.0)"
2868,40,20,-25.0,"(546.0, -2829.0)"
2869,40,20,-53.0,"(546.0, -2829.0)"
2870,40,20,-38.0,"(546.0, -2829.0)"
2871,40,20,-22.0,"(546.0, -2829.0)"
2872,40,20,-52.0,"(546.0, -2829.0)"
2873,40,20,-40.0,"(546.0, -2829.0)"
2874,40,20,-26.0,"(546.0, -2829.0)"
2875,40,20,-20.0,"(546.0, -2829.0)"
2876,40,20,-25.0,"(546.0, -2829.0)"
2877,40,20,-57.0,"(546.0, -2829.0)"
2878,40,20,-52.0,"(546.0, -2829.0)"
2879,40,20,-53.0,"(546.0, -2829.0)"
2880,40,20,-46.0,"(546.0, -2829.0)"
2881,40,20,-25.0,"(546.0, -2829.0)"
2882,40,20,-35.0,"(546.0, -2829.0)"
2883,40,20,-25.0,"(546.0, -2829.0)"
2884,40,20,-46.0,"(546.0, -2829.0)"
2885,40,20,-57.0,"(546.0, -2829.0)"
2886,40,20,-23.0,"(546.0, -2829.0)"
2887,40,20,-51.0,"(546.0, -2829.0)"
2888,40,20,-23.0,"(546.0, -2829.0)"
2889,40,20,-19.0,"(546.0, -2829.0)"
2890,40,20,-35.0,"(546.0, -2829.0)"
2891,40,20,-45.0,"(546.0, -2829.0)"
2892,40,20,-32.0,"(546.0, -2829.0)"
2893,40,20,-21.0,"(546.0, -2829.0)"
2894,40,20,-26.0,"(546.0, -2829.0)"
2895,40,20,-33.0,"(546.0, -2829.0)"
2896,40,20,-26.0,"(546.0, -2829.0)"
2897,40,20,-28.0,"(546.0, -2829.0)"
2898,40,20,-56.0,"(546.0, -2829.0)"
2899,40,20,-38.0,"(546.0, -2829.0)"
2900,40,50,89.0,"(-3462.0, -3269.0)"
2901,40,50,-59.0,"(-3462.0, -3269.0)"
2902,40,50,-60.0,"(-3462.0, -3269.0)"
2903,40,50,-58.0,"(-3462.0, -3269.0)"
2904,40,50,95.0,"(-3462.0, -3269.0)"
2905,40,50,88.0,"(-3462.0, -3269.0)"
2906,40,50,-1013.0,"(-3462.0, -3269.0)"
2907,40,50,-974.0,"(-3462.0, -3269.0)"
2908,40,50,-58.0,"(-3462.0, -3269.0)"
2909,40,50,76.0,"(-3462.0, -3269.0)"
2910,40,50,90.0,"(-3462.0, -3269.0)"
2911,40,50,-974.0,"(-3462.0, -3269.0)"
2912,40,50,-57.0,"(-3462.0, -3269.0)"
2913,40,50,-974.0,"(-3462.0, -3269.0)"
2914,40,50,92.0,"(-3462.0, -3269.0)"
2915,40,50,-57.0,"(-3462.0, -3269.0)"
2916,40,50,92.0,"(-3462.0, -3269.0)"
2917,40,50,92.0,"(-3462.0, -3269.0)"
2918,40,50,93.0,"(-3462.0, -3269.0)"
2919,40,50,80.0,"(-3462.0, -3269.0)"
2920,40,50,73.0,"(-3462.0, -3269.0)"
2921,40,50,75.0,"(-3462.0, -3269.0)"
2922,40,50,-58.0,"(-3462.0, -3269.0)"
2923,40,50,-56.0,"(-3462.0, -3269.0)"
2924,40,50,-60.0,"(-3462.0, -3269.0)"
2925,40,50,77.0,"(-3462.0, -3269.0)"
2926,40,50,96.0,"(-3462.0, -3269.0)"
2927,40,50,-60.0,"(-3462.0, -3269.0)"
2928,40,50,97.0,"(-3462.0, -3269.0)"
2929,40,50,93.0,"(-3462.0, -3269.0)"
2930,40,50,70.0,"(-3462.0, -3269.0)"
2931,40,50,75.0,"(-3462.0, -3269.0)"
2932,40,50,-59.0,"(-3462.0, -3269.0)"
2933,40,50,-56.0,"(-3462.0, -3269.0)"
2934,40,50,91.0,"(-3462.0, -3269.0)"
2935,40,50,85.0,"(-3462.0, -3269.0)"
2936,40,50,74.0,"(-3462.0, -3269.0)"
2937,40,50,75.0,"(-3462.0, -3269.0)"
2938,40,50,-981.0,"(-3462.0, -3269.0)"
2939,40,50,80.0,"(-3462.0, -3269.0)"
2940,40,50,95.0,"(-3462.0, -3269.0)"
2941,40,50,-52.0,"(-3462.0, -3269.0)"
2942,40,50,88.0,"(-3462.0, -3269.0)"
2943,40,50,-56.0,"(-3462.0, -3269.0)"
2944,40,50,71.0,"(-3462.0, -3269.0)"
2945,40,50,71.0,"(-3462.0, -3269.0)"
2946,40,50,-52.0,"(-3462.0, -3269.0)"
2947,40,50,-55.0,"(-3462.0, -3269.0)"
2948,40,50,-58.0,"(-3462.0, -3269.0)"
2949,40,50,71.0,"(-3462.0, -3269.0)"
2950,40,50,86.0,"(-3462.0, -3269.0)"
2951,40,50,90.0,"(-3462.0, -3269.0)"
2952,40,50,69.0,"(-3462.0, -3269.0)"
2953,40,50,70.0,"(-3462.0, -3269.0)"
2954,40,50,-1021.0,"(-3462.0, -3269.0)"
2955,40,50,-1014.0,"(-3462.0, -3269.0)"
2956,40,50,95.0,"(-3462.0, -3269.0)"
2957,40,50,82.0,"(-3462.0, -3269.0)"
2958,40,50,80.0,"(-3462.0, -3269.0)"
2959,40,50,-1021.0,"(-3462.0, -3269.0)"
2960,40,50,84.0,"(-3462.0, -3269.0)"
2961,40,50,75.0,"(-3462.0, -3269.0)"
2962,40,50,86.0,"(-3462.0, -3269.0)"
2963,40,50,-59.0,"(-3462.0, -3269.0)"
2964,40,50,95.0,"(-3462.0, -3269.0)"
2965,40,50,-58.0,"(-3462.0, -3269.0)"
2966,40,50,69.0,"(-3462.0, -3269.0)"
2967,40,50,93.0,"(-3462.0, -3269.0)"
2968,40,50,86.0,"(-3462.0, -3269.0)"
2969,40,50,-58.0,"(-3462.0, -3269.0)"
2970,40,50,83.0,"(-3462.0, -3269.0)"
2971,40,50,71.0,"(-3462.0, -3269.0)"
2972,40,50,77.0,"(-3462.0, -3269.0)"
2973,40,50,79.0,"(-3462.0, -3269.0)"
2974,40,50,-1014.0,"(-3462.0, -3269.0)"
2975,40,50,84.0,"(-3462.0, -3269.0)"
2976,40,50,93.0,"(-3462.0, -3269.0)"
2977,40,50,88.0,"(-3462.0, -3269.0)"
2978,40,50,88.0,"(-3462.0, -3269.0)"
2979,40,50,87.0,"(-3462.0, -3269.0)"
2980,40,50,-981.0,"(-3462.0, -3269.0)"
2981,40,50,-57.0,"(-3462.0, -3269.0)"
2982,40,50,-58.0,"(-3462.0, -3269.0)"
2983,40,50,82.0,"(-3462.0, -3269.0)"
2984,40,50,-1013.0,"(-3462.0, -3269.0)"
2985,40,50,-56.0,"(-3462.0, -3269.0)"
2986,40,50,-973.0,"(-3462.0, -3269.0)"
2987,40,50,95.0,"(-3462.0, -3269.0)"
2988,40,50,92.0,"(-3462.0, -3269.0)"
