,z,xy,focus,file,brenner,range,entropy,sobel,variance,power,nz
127,9317.0,"(25537.0, 4145.0)",9383.0,D:\WorkDrive\Images\FL\009317z_025537x_004145y_093834F.tiff,26599352.0,95948.0,6.174445412975689,431777204.0,866.228301018468,2549807864.0,-66.0
128,9317.0,"(26736.0, 4145.0)",9369.0,D:\WorkDrive\Images\FL\009317z_026736x_004145y_093692F.tiff,29401320.0,90447.0,6.441309885214886,896393964.0,1461.6615345030593,528132115.0,-52.0
129,9317.0,"(27353.0, 4145.0)",9367.0,D:\WorkDrive\Images\FL\009317z_027353x_004145y_093672F.tiff,16567046.0,195285.0,4.683890825813023,-1092022996.0,278.3509398720976,49295467.0,-50.0
130,9318.0,"(22735.0, 5314.0)",9399.0,D:\WorkDrive\Images\FL\009318z_022735x_005314y_093987F.tiff,19291904.0,166289.0,5.3317216490774015,-2873728236.0,757.126074288672,2983916306.0,-81.0
131,9318.0,"(25537.0, 5728.0)",9373.0,D:\WorkDrive\Images\FL\009318z_025537x_005728y_093729F.tiff,23457142.0,199200.0,4.912170203554603,-170035616.0,892.4367572783428,2205110837.0,-55.0
132,9319.0,"(24210.0, 5955.0)",9380.0,D:\WorkDrive\Images\FL\009319z_024210x_005955y_093797F.tiff,29648920.0,85784.0,6.50165768583631,1112513704.0,1600.305295060853,4190655837.0,-61.0
133,9319.0,"(25537.0, 4145.0)",9383.0,D:\WorkDrive\Images\FL\009319z_025537x_004145y_093834F.tiff,26547924.0,99739.0,6.159141601530417,1652761128.0,899.7423025650437,2590728192.0,-64.0
134,9319.0,"(26736.0, 4145.0)",9369.0,D:\WorkDrive\Images\FL\009319z_026736x_004145y_093692F.tiff,29707992.0,94105.0,6.423645671588958,2804714780.0,1543.6707696264205,175066936.0,-50.0
135,9319.0,"(27353.0, 4145.0)",9367.0,D:\WorkDrive\Images\FL\009319z_027353x_004145y_093672F.tiff,16415760.0,200694.0,4.647276962582979,-751723704.0,289.759752252297,63794091.0,-48.0
136,9320.0,"(25537.0, 5728.0)",9373.0,D:\WorkDrive\Images\FL\009320z_025537x_005728y_093729F.tiff,23692144.0,202701.0,4.865648444745709,1447741300.0,946.3640593188577,2005959707.0,-53.0
137,9320.0,"(25537.0, 6035.0)",9371.0,D:\WorkDrive\Images\FL\009320z_025537x_006035y_093706F.tiff,20669016.0,191259.0,5.100997514567955,316349728.0,1387.4540558230296,2437821531.0,-51.0
138,9321.0,"(25537.0, 4145.0)",9383.0,D:\WorkDrive\Images\FL\009321z_025537x_004145y_093834F.tiff,26712858.0,103352.0,6.141120241790126,1883315296.0,940.6651589748894,2614231849.0,-62.0
139,9321.0,"(26736.0, 4145.0)",9369.0,D:\WorkDrive\Images\FL\009321z_026736x_004145y_093692F.tiff,30036950.0,98364.0,6.395990934283619,-2393384404.0,1626.617353979657,4214899514.0,-48.0
140,9321.0,"(27353.0, 4145.0)",9367.0,D:\WorkDrive\Images\FL\009321z_027353x_004145y_093672F.tiff,16769736.0,200317.0,4.634659813677783,-279592880.0,306.9960955810499,83528074.0,-46.0
141,9322.0,"(22735.0, 5314.0)",9399.0,D:\WorkDrive\Images\FL\009322z_022735x_005314y_093987F.tiff,19412208.0,172880.0,5.273763604839254,49947684.0,822.9078312557764,2872210751.0,-77.0
142,9322.0,"(25537.0, 5728.0)",9373.0,D:\WorkDrive\Images\FL\009322z_025537x_005728y_093729F.tiff,24054714.0,205546.0,4.825823910313701,-731070088.0,999.8294334132557,1862544799.0,-51.0
143,9322.0,"(25537.0, 6035.0)",9371.0,D:\WorkDrive\Images\FL\009322z_025537x_006035y_093706F.tiff,20867320.0,195461.0,5.061645033005445,-866616636.0,1447.4217014658664,2261600988.0,-49.0
144,9323.0,"(24210.0, 5955.0)",9380.0,D:\WorkDrive\Images\FL\009323z_024210x_005955y_093797F.tiff,29805620.0,95160.0,6.44193359859225,108012944.0,1733.461132203182,4031014662.0,-57.0
145,9323.0,"(25537.0, 4145.0)",9383.0,D:\WorkDrive\Images\FL\009323z_025537x_004145y_093834F.tiff,26694806.0,108151.0,6.118396638099257,-895359628.0,983.6111947772941,2631903042.0,-60.0
146,9323.0,"(26736.0, 4145.0)",9369.0,D:\WorkDrive\Images\FL\009323z_026736x_004145y_093692F.tiff,30255078.0,103200.0,6.365385086701744,-147948780.0,1702.5642622091646,3952677203.0,-46.0
147,9323.0,"(27353.0, 4145.0)",9367.0,D:\WorkDrive\Images\FL\009323z_027353x_004145y_093672F.tiff,16753518.0,203341.0,4.591553899146496,-591739512.0,325.7054035052179,76679505.0,-44.0
148,9324.0,"(22735.0, 5314.0)",9399.0,D:\WorkDrive\Images\FL\009324z_022735x_005314y_093987F.tiff,19426902.0,175727.0,5.246675178341563,485569668.0,857.8636546296805,2822886208.0,-75.0
149,9324.0,"(25537.0, 5728.0)",9373.0,D:\WorkDrive\Images\FL\009324z_025537x_005728y_093729F.tiff,24185026.0,208193.0,4.778088367622266,439135416.0,1046.6525433630036,1778451947.0,-49.0
150,9324.0,"(25537.0, 6035.0)",9371.0,D:\WorkDrive\Images\FL\009324z_025537x_006035y_093706F.tiff,21069932.0,199103.0,5.0183538274631045,-927244156.0,1519.6958162914839,2141814616.0,-47.0
151,9325.0,"(24210.0, 5955.0)",9380.0,D:\WorkDrive\Images\FL\009325z_024210x_005955y_093797F.tiff,30386026.0,98371.0,6.423147395223796,-2344205800.0,1812.0404900719234,4017355800.0,-55.0
152,9325.0,"(25537.0, 4145.0)",9383.0,D:\WorkDrive\Images\FL\009325z_025537x_004145y_093834F.tiff,26833170.0,110095.0,6.097748808785197,467416144.0,1031.3720060838243,2598502756.0,-58.0
153,9325.0,"(26736.0, 4145.0)",9369.0,D:\WorkDrive\Images\FL\009325z_026736x_004145y_093692F.tiff,30762258.0,106206.0,6.341706401657985,3237725236.0,1801.5086056795558,3860610481.0,-44.0
154,9325.0,"(27353.0, 4145.0)",9367.0,D:\WorkDrive\Images\FL\009325z_027353x_004145y_093672F.tiff,16912102.0,206710.0,4.560803150836008,-423847684.0,341.27283792992966,108022711.0,-42.0
155,9326.0,"(22735.0, 5314.0)",9399.0,D:\WorkDrive\Images\FL\009326z_022735x_005314y_093987F.tiff,19346898.0,179867.0,5.204982581749689,-2251913992.0,894.117405931812,2745498926.0,-73.0
156,9326.0,"(25537.0, 5728.0)",9373.0,D:\WorkDrive\Images\FL\009326z_025537x_005728y_093729F.tiff,24301644.0,211204.0,4.730594821556744,1656118700.0,1090.0910632785012,1712994969.0,-47.0
157,9326.0,"(25537.0, 6035.0)",9371.0,D:\WorkDrive\Images\FL\009326z_025537x_006035y_093706F.tiff,21779334.0,202242.0,4.935770870507402,-1368793604.0,1654.9586672275557,2140007931.0,-45.0
158,9327.0,"(24210.0, 5955.0)",9380.0,D:\WorkDrive\Images\FL\009327z_024210x_005955y_093797F.tiff,30664496.0,103049.0,6.3903996103390455,-1527637488.0,1893.4056133072731,3956078212.0,-53.0
159,9327.0,"(25537.0, 4145.0)",9383.0,D:\WorkDrive\Images\FL\009327z_025537x_004145y_093834F.tiff,26803512.0,114446.0,6.07327569794471,2148661668.0,1075.502887375087,2597346950.0,-56.0
160,9327.0,"(26736.0, 4145.0)",9369.0,D:\WorkDrive\Images\FL\009327z_026736x_004145y_093692F.tiff,31324308.0,111353.0,6.311119532902172,-1122420956.0,1913.4379847321998,3795078475.0,-42.0
161,9327.0,"(27353.0, 4145.0)",9367.0,D:\WorkDrive\Images\FL\009327z_027353x_004145y_093672F.tiff,17174338.0,211840.0,4.530214931021049,-2819738428.0,362.46130998196094,172085460.0,-40.0
162,9328.0,"(22735.0, 5314.0)",9399.0,D:\WorkDrive\Images\FL\009328z_022735x_005314y_093987F.tiff,19436902.0,183392.0,5.170922777046194,126762712.0,928.1959138871372,2703706208.0,-71.0
163,9328.0,"(25537.0, 5728.0)",9373.0,D:\WorkDrive\Images\FL\009328z_025537x_005728y_093729F.tiff,24594190.0,214729.0,4.686304678498301,-526636972.0,1149.1659709161806,1668240441.0,-45.0
164,9329.0,"(25537.0, 4145.0)",9383.0,D:\WorkDrive\Images\FL\009329z_025537x_004145y_093834F.tiff,26889126.0,120139.0,6.042926110093743,359602128.0,1134.1644059138027,2596102735.0,-54.0
165,9329.0,"(26736.0, 4145.0)",9369.0,D:\WorkDrive\Images\FL\009329z_026736x_004145y_093692F.tiff,31680998.0,115238.0,6.281653286828329,-321359976.0,2039.2266834546422,3753922760.0,-40.0
166,9329.0,"(27353.0, 4145.0)",9367.0,D:\WorkDrive\Images\FL\009329z_027353x_004145y_093672F.tiff,17280078.0,214718.0,4.493198971401883,-2736088088.0,383.3604606623633,181708948.0,-38.0
167,9330.0,"(22735.0, 5314.0)",9399.0,D:\WorkDrive\Images\FL\009330z_022735x_005314y_093987F.tiff,19759094.0,185161.0,5.139256548143989,1440596596.0,969.2211653621945,2642877572.0,-69.0
168,9330.0,"(25537.0, 5728.0)",9373.0,D:\WorkDrive\Images\FL\009330z_025537x_005728y_093729F.tiff,24955594.0,216599.0,4.642045503857194,1104817356.0,1209.282105290463,1575695747.0,-43.0
169,9330.0,"(25537.0, 6035.0)",9371.0,D:\WorkDrive\Images\FL\009330z_025537x_006035y_093706F.tiff,21924224.0,208427.0,4.881490764966508,2383392620.0,1731.5890858327105,2129661546.0,-41.0
170,9331.0,"(24210.0, 5955.0)",9380.0,D:\WorkDrive\Images\FL\009331z_024210x_005955y_093797F.tiff,31408626.0,110935.0,6.327256885477106,-3020690236.0,2068.7312313451303,3666191405.0,-49.0
171,9331.0,"(25537.0, 4145.0)",9383.0,D:\WorkDrive\Images\FL\009331z_025537x_004145y_093834F.tiff,27168466.0,123410.0,6.016844049566147,-480748148.0,1211.0697102385127,2501301365.0,-52.0
172,9331.0,"(26736.0, 4145.0)",9369.0,D:\WorkDrive\Images\FL\009331z_026736x_004145y_093692F.tiff,32496306.0,120207.0,6.2371455783133225,2529228296.0,2158.9768914796637,3664505721.0,-38.0
173,9331.0,"(27353.0, 4145.0)",9367.0,D:\WorkDrive\Images\FL\009331z_027353x_004145y_093672F.tiff,17450388.0,216425.0,4.457881860986413,-1898830604.0,408.0608590423989,180780315.0,-36.0
174,9332.0,"(22735.0, 5314.0)",9399.0,D:\WorkDrive\Images\FL\009332z_022735x_005314y_093987F.tiff,19859100.0,188167.0,5.1026055100522605,-574554680.0,1010.6444423459222,2552568231.0,-67.0
175,9332.0,"(25537.0, 5728.0)",9373.0,D:\WorkDrive\Images\FL\009332z_025537x_005728y_093729F.tiff,25267278.0,219665.0,4.590817284904904,3367328680.0,1271.0331312491473,1485915291.0,-41.0
176,9332.0,"(25537.0, 6035.0)",9371.0,D:\WorkDrive\Images\FL\009332z_025537x_006035y_093706F.tiff,22562672.0,208578.0,4.83924004776718,1923348224.0,1821.5215940207154,2139899482.0,-39.0
177,9333.0,"(24210.0, 5955.0)",9380.0,D:\WorkDrive\Images\FL\009333z_024210x_005955y_093797F.tiff,32117466.0,115561.0,6.298488380361788,551811276.0,2172.5622261428775,3479124088.0,-47.0
178,9333.0,"(25537.0, 4145.0)",9383.0,D:\WorkDrive\Images\FL\009333z_025537x_004145y_093834F.tiff,27168128.0,125792.0,5.98795595242351,153067460.0,1267.0474931463873,2355462220.0,-50.0
179,9333.0,"(26736.0, 4145.0)",9369.0,D:\WorkDrive\Images\FL\009333z_026736x_004145y_093692F.tiff,33236364.0,124965.0,6.1953169756109725,305747612.0,2304.0252471115596,3537282031.0,-36.0
180,9333.0,"(27353.0, 4145.0)",9367.0,D:\WorkDrive\Images\FL\009333z_027353x_004145y_093672F.tiff,17726978.0,218485.0,4.424147619867189,-843144660.0,433.459138817722,156208492.0,-34.0
181,9334.0,"(22735.0, 5314.0)",9399.0,D:\WorkDrive\Images\FL\009334z_022735x_005314y_093987F.tiff,19919518.0,192052.0,5.063273906246445,1538875356.0,1055.9910584930326,2411988747.0,-65.0
182,9334.0,"(25537.0, 5728.0)",9373.0,D:\WorkDrive\Images\FL\009334z_025537x_005728y_093729F.tiff,25603988.0,222928.0,4.542836411646125,-3069199576.0,1334.9496929720474,1340958936.0,-39.0
183,9334.0,"(25537.0, 6035.0)",9371.0,D:\WorkDrive\Images\FL\009334z_025537x_006035y_093706F.tiff,23002216.0,212454.0,4.792286987359903,-2666117212.0,1904.6373119417767,2093632526.0,-37.0
184,9335.0,"(24210.0, 5955.0)",9380.0,D:\WorkDrive\Images\FL\009335z_024210x_005955y_093797F.tiff,32404328.0,119834.0,6.251810753959673,-3106528448.0,2256.38396645228,3107751687.0,-45.0
185,9335.0,"(25537.0, 4145.0)",9383.0,D:\WorkDrive\Images\FL\009335z_025537x_004145y_093834F.tiff,27187058.0,131157.0,5.954282183170278,3133630332.0,1334.204224951003,2295601893.0,-48.0
186,9335.0,"(26736.0, 4145.0)",9369.0,D:\WorkDrive\Images\FL\009335z_026736x_004145y_093692F.tiff,33984916.0,129164.0,6.148213514697561,-1734079544.0,2424.336097677546,3353240776.0,-34.0
187,9335.0,"(27353.0, 4145.0)",9367.0,D:\WorkDrive\Images\FL\009335z_027353x_004145y_093672F.tiff,17679316.0,225175.0,4.374962203326969,165663448.0,458.7623674186264,160058345.0,-32.0
188,9336.0,"(22735.0, 5314.0)",9399.0,D:\WorkDrive\Images\FL\009336z_022735x_005314y_093987F.tiff,20084996.0,194527.0,5.025303416876002,2891359452.0,1098.3942810105243,2220767666.0,-63.0
189,9336.0,"(25537.0, 5728.0)",9373.0,D:\WorkDrive\Images\FL\009336z_025537x_005728y_093729F.tiff,26782234.0,225996.0,4.508958428890245,-77755804.0,1480.4691550463704,1234033288.0,-37.0
190,9336.0,"(25537.0, 6035.0)",9371.0,D:\WorkDrive\Images\FL\009336z_025537x_006035y_093706F.tiff,23526284.0,214967.0,4.749273543977342,1785434760.0,1990.5709578308545,1939195253.0,-35.0
191,9337.0,"(24210.0, 5955.0)",9380.0,D:\WorkDrive\Images\FL\009337z_024210x_005955y_093797F.tiff,33225560.0,125017.0,6.207945812551855,-1140471276.0,2378.493823669762,2866610923.0,-43.0
192,9337.0,"(25537.0, 4145.0)",9383.0,D:\WorkDrive\Images\FL\009337z_025537x_004145y_093834F.tiff,27509142.0,133422.0,5.928636393921078,-2464688348.0,1410.0073601063893,2234206294.0,-46.0
193,9337.0,"(26736.0, 4145.0)",9369.0,D:\WorkDrive\Images\FL\009337z_026736x_004145y_093692F.tiff,35166888.0,133832.0,6.099348440087851,440521804.0,2609.0634981040503,3196464969.0,-32.0
194,9337.0,"(27353.0, 4145.0)",9367.0,D:\WorkDrive\Images\FL\009337z_027353x_004145y_093672F.tiff,18198328.0,223332.0,4.339307483275,937282676.0,488.6786498345598,102034238.0,-30.0
195,9338.0,"(22735.0, 5314.0)",9399.0,D:\WorkDrive\Images\FL\009338z_022735x_005314y_093987F.tiff,20215352.0,198093.0,4.979958481195648,-2167915100.0,1153.8480929190976,2090600353.0,-61.0
196,9338.0,"(25537.0, 5728.0)",9373.0,D:\WorkDrive\Images\FL\009338z_025537x_005728y_093729F.tiff,27602852.0,227980.0,4.464001374399775,1383888228.0,1588.33749377651,1181784001.0,-35.0
197,9338.0,"(25537.0, 6035.0)",9371.0,D:\WorkDrive\Images\FL\009338z_025537x_006035y_093706F.tiff,23954730.0,219484.0,4.680769981840792,-627000596.0,2116.6251082407,1828096649.0,-33.0
198,9339.0,"(25537.0, 4145.0)",9383.0,D:\WorkDrive\Images\FL\009339z_025537x_004145y_093834F.tiff,27765992.0,136944.0,5.898033686849478,-2921603948.0,1504.648132485027,2188471761.0,-44.0
199,9339.0,"(26736.0, 4145.0)",9369.0,D:\WorkDrive\Images\FL\009339z_026736x_004145y_093692F.tiff,36400554.0,137057.0,6.058405486829051,350309564.0,2777.901808422066,2906165316.0,-30.0
200,9339.0,"(27353.0, 4145.0)",9367.0,D:\WorkDrive\Images\FL\009339z_027353x_004145y_093672F.tiff,18612894.0,227577.0,4.296762530901162,-1056457224.0,531.2280506671965,146573197.0,-28.0
201,9340.0,"(22735.0, 5314.0)",9399.0,D:\WorkDrive\Images\FL\009340z_022735x_005314y_093987F.tiff,20295960.0,200408.0,4.93733404727397,21310080.0,1202.5032577067086,2017560830.0,-59.0
202,9340.0,"(25537.0, 5728.0)",9373.0,D:\WorkDrive\Images\FL\009340z_025537x_005728y_093729F.tiff,28154878.0,230763.0,4.411729998628559,-2567574032.0,1680.713672802306,1088899042.0,-33.0
203,9340.0,"(25537.0, 6035.0)",9371.0,D:\WorkDrive\Images\FL\009340z_025537x_006035y_093706F.tiff,25294520.0,219335.0,4.652209529600728,1087720128.0,2252.9096692570765,1626825351.0,-31.0
204,9341.0,"(24210.0, 5955.0)",9380.0,D:\WorkDrive\Images\FL\009341z_024210x_005955y_093797F.tiff,34830742.0,133402.0,6.116982460976206,-11234084.0,2640.5114194043535,2677463070.0,-39.0
205,9341.0,"(25537.0, 4145.0)",9383.0,D:\WorkDrive\Images\FL\009341z_025537x_004145y_093834F.tiff,28043282.0,141596.0,5.856489251844604,1224548104.0,1591.1358043120285,1998995922.0,-42.0
206,9341.0,"(26736.0, 4145.0)",9369.0,D:\WorkDrive\Images\FL\009341z_026736x_004145y_093692F.tiff,37852466.0,141262.0,6.011328526742278,-2250612256.0,2965.990350154451,2555527091.0,-28.0
207,9341.0,"(27353.0, 4145.0)",9367.0,D:\WorkDrive\Images\FL\009341z_027353x_004145y_093672F.tiff,18977286.0,230852.0,4.253658046411076,366942568.0,569.7148122869054,138301258.0,-26.0
208,9342.0,"(25537.0, 5728.0)",9373.0,D:\WorkDrive\Images\FL\009342z_025537x_005728y_093729F.tiff,29292120.0,233014.0,4.368851876995095,-333375064.0,1812.5640280212397,943450371.0,-31.0
209,9342.0,"(25537.0, 6035.0)",9371.0,D:\WorkDrive\Images\FL\009342z_025537x_006035y_093706F.tiff,26040970.0,223629.0,4.589421319106438,-656050496.0,2388.1795002010977,1433952779.0,-29.0
210,9343.0,"(24210.0, 5955.0)",9380.0,D:\WorkDrive\Images\FL\009343z_024210x_005955y_093797F.tiff,36246090.0,137307.0,6.0652896806896965,313112432.0,2813.1465035244114,2614725566.0,-37.0
211,9343.0,"(25537.0, 4145.0)",9383.0,D:\WorkDrive\Images\FL\009343z_025537x_004145y_093834F.tiff,28479516.0,145472.0,5.819945165144451,-2155111020.0,1706.7976263901219,1759447470.0,-40.0
212,9343.0,"(26736.0, 4145.0)",9369.0,D:\WorkDrive\Images\FL\009343z_026736x_004145y_093692F.tiff,38910292.0,147550.0,5.949670113762139,3416472572.0,3155.5159268628013,2236208177.0,-26.0
213,9343.0,"(27353.0, 4145.0)",9367.0,D:\WorkDrive\Images\FL\009343z_027353x_004145y_093672F.tiff,19350236.0,233883.0,4.211220699778369,-1280548416.0,611.0355440844396,98826204.0,-24.0
214,9344.0,"(22735.0, 5314.0)",9399.0,D:\WorkDrive\Images\FL\009344z_022735x_005314y_093987F.tiff,20480798.0,204559.0,4.895630285694923,-1149406944.0,1262.9866567490503,1985414612.0,-55.0
215,9344.0,"(25537.0, 5728.0)",9373.0,D:\WorkDrive\Images\FL\009344z_025537x_005728y_093729F.tiff,30540984.0,235705.0,4.322071611766245,-673486864.0,1940.1062361462755,788927125.0,-29.0
216,9344.0,"(25537.0, 6035.0)",9371.0,D:\WorkDrive\Images\FL\009344z_025537x_006035y_093706F.tiff,27057934.0,225256.0,4.550232343553522,2373174176.0,2557.404671708642,1247630661.0,-27.0
217,9345.0,"(24210.0, 5955.0)",9380.0,D:\WorkDrive\Images\FL\009345z_024210x_005955y_093797F.tiff,37283564.0,143690.0,6.005910715824769,-3372309920.0,3000.105478651262,2604379349.0,-35.0
218,9345.0,"(25537.0, 4145.0)",9383.0,D:\WorkDrive\Images\FL\009345z_025537x_004145y_093834F.tiff,29019156.0,149113.0,5.772447358977239,911793968.0,1842.5363685433667,1491464001.0,-38.0
219,9345.0,"(26736.0, 4145.0)",9369.0,D:\WorkDrive\Images\FL\009345z_026736x_004145y_093692F.tiff,41539260.0,151001.0,5.890489274499719,-1513789968.0,3431.9504544689075,1931981839.0,-24.0
220,9345.0,"(27353.0, 4145.0)",9367.0,D:\WorkDrive\Images\FL\009345z_027353x_004145y_093672F.tiff,19897072.0,235873.0,4.163236118078852,-2294889512.0,655.2081214348037,50221061.0,-22.0
221,9346.0,"(22735.0, 5314.0)",9399.0,D:\WorkDrive\Images\FL\009346z_022735x_005314y_093987F.tiff,20994460.0,209468.0,4.8044905562356,266818024.0,1376.3993791371176,1904993436.0,-53.0
222,9346.0,"(25537.0, 5728.0)",9373.0,D:\WorkDrive\Images\FL\009346z_025537x_005728y_093729F.tiff,31671160.0,238798.0,4.273585289956632,-2991116792.0,2081.397456974527,623583713.0,-27.0
223,9346.0,"(25537.0, 6035.0)",9371.0,D:\WorkDrive\Images\FL\009346z_025537x_006035y_093706F.tiff,28209014.0,227093.0,4.496200257340921,2804674456.0,2723.7644477874487,1108608438.0,-25.0
224,9347.0,"(25537.0, 4145.0)",9383.0,D:\WorkDrive\Images\FL\009347z_025537x_004145y_093834F.tiff,29718460.0,154656.0,5.718776313684667,-1681809160.0,1981.484587831391,1307914538.0,-36.0
225,9347.0,"(26736.0, 4145.0)",9369.0,D:\WorkDrive\Images\FL\009347z_026736x_004145y_093692F.tiff,43882104.0,156710.0,5.819431940346417,1859266432.0,3694.9128244056233,1691165502.0,-22.0
226,9347.0,"(27353.0, 4145.0)",9367.0,D:\WorkDrive\Images\FL\009347z_027353x_004145y_093672F.tiff,20723326.0,238136.0,4.1216258132437,2551339284.0,713.0034852081089,4293705234.0,-20.0
227,9348.0,"(25537.0, 5728.0)",9373.0,D:\WorkDrive\Images\FL\009348z_025537x_005728y_093729F.tiff,30889922.0,239091.0,4.225286763652947,1515291540.0,2261.0544030929896,391721854.0,-25.0
228,9348.0,"(25537.0, 6035.0)",9371.0,D:\WorkDrive\Images\FL\009348z_025537x_006035y_093706F.tiff,29399766.0,230588.0,4.4403714504760465,1780140172.0,2904.397534968036,940716057.0,-23.0
229,9349.0,"(24210.0, 5955.0)",9380.0,D:\WorkDrive\Images\FL\009349z_024210x_005955y_093797F.tiff,40127156.0,152217.0,5.897222030106097,-1891653468.0,3360.5521932211177,2063826852.0,-31.0
230,9349.0,"(25537.0, 4145.0)",9383.0,D:\WorkDrive\Images\FL\009349z_025537x_004145y_093834F.tiff,30336576.0,158763.0,5.66184931749415,1328527548.0,2127.4147646391657,1032486706.0,-34.0
231,9349.0,"(26736.0, 4145.0)",9369.0,D:\WorkDrive\Images\FL\009349z_026736x_004145y_093692F.tiff,47524014.0,158723.0,5.763231897237962,-2798363800.0,4025.174452065796,1429323857.0,-20.0
232,9349.0,"(27353.0, 4145.0)",9367.0,D:\WorkDrive\Images\FL\009349z_027353x_004145y_093672F.tiff,21720164.0,241498.0,4.072662518808638,149713712.0,782.7054932089959,4202495195.0,-18.0
233,9350.0,"(22735.0, 5314.0)",9399.0,D:\WorkDrive\Images\FL\009350z_022735x_005314y_093987F.tiff,21384404.0,214325.0,4.712690862904945,102923444.0,1502.6889828041972,1918613823.0,-49.0
234,9350.0,"(25537.0, 5728.0)",9373.0,D:\WorkDrive\Images\FL\009350z_025537x_005728y_093729F.tiff,32227504.0,240355.0,4.178353752398311,1175475464.0,2455.2251329743845,102888257.0,-23.0
235,9350.0,"(25537.0, 6035.0)",9371.0,D:\WorkDrive\Images\FL\009350z_025537x_006035y_093706F.tiff,30860594.0,233680.0,4.39237211245785,2092059320.0,3124.873173409275,764820748.0,-21.0
236,9351.0,"(24210.0, 5955.0)",9380.0,D:\WorkDrive\Images\FL\009351z_024210x_005955y_093797F.tiff,41771220.0,157059.0,5.829441274852359,-2758353784.0,3556.9457705059385,1742780138.0,-29.0
237,9351.0,"(25537.0, 4145.0)",9383.0,D:\WorkDrive\Images\FL\009351z_025537x_004145y_093834F.tiff,31542334.0,163051.0,5.611343052201108,2706264176.0,2327.360983789642,766160490.0,-32.0
238,9351.0,"(26736.0, 4145.0)",9369.0,D:\WorkDrive\Images\FL\009351z_026736x_004145y_093692F.tiff,51495238.0,164479.0,5.704596783188284,1179953404.0,4372.16604663614,1052754150.0,-18.0
239,9351.0,"(27353.0, 4145.0)",9367.0,D:\WorkDrive\Images\FL\009351z_027353x_004145y_093672F.tiff,22717426.0,246214.0,4.01335779281267,-189084516.0,850.4081283220826,4078345292.0,-16.0
240,9352.0,"(22735.0, 5314.0)",9399.0,D:\WorkDrive\Images\FL\009352z_022735x_005314y_093987F.tiff,21877262.0,218422.0,4.6669122480945795,-3761861160.0,1583.8114210531287,1846455693.0,-47.0
241,9352.0,"(25537.0, 5728.0)",9373.0,D:\WorkDrive\Images\FL\009352z_025537x_005728y_093729F.tiff,34541958.0,244366.0,4.128004493073659,-1403213264.0,2689.5440922470675,4210658132.0,-21.0
242,9352.0,"(25537.0, 6035.0)",9371.0,D:\WorkDrive\Images\FL\009352z_025537x_006035y_093706F.tiff,33012854.0,237928.0,4.336872641330143,-729154716.0,3364.896041534571,514356515.0,-19.0
243,9353.0,"(24210.0, 5955.0)",9380.0,D:\WorkDrive\Images\FL\009353z_024210x_005955y_093797F.tiff,43133082.0,160450.0,5.777445567539182,-567802952.0,3851.4417146504593,1539685900.0,-27.0
244,9353.0,"(25537.0, 4145.0)",9383.0,D:\WorkDrive\Images\FL\009353z_025537x_004145y_093834F.tiff,32627902.0,167358.0,5.543903756643987,-2122588740.0,2533.6131941212348,538883198.0,-30.0
245,9353.0,"(26736.0, 4145.0)",9369.0,D:\WorkDrive\Images\FL\009353z_026736x_004145y_093692F.tiff,55480056.0,171145.0,5.629048545430855,-2703965456.0,4762.427592539955,636057572.0,-16.0
246,9353.0,"(27353.0, 4145.0)",9367.0,D:\WorkDrive\Images\FL\009353z_027353x_004145y_093672F.tiff,24601334.0,243896.0,3.9837817425644,1718769980.0,932.9948786325783,3918988210.0,-14.0
247,9354.0,"(22735.0, 5314.0)",9399.0,D:\WorkDrive\Images\FL\009354z_022735x_005314y_093987F.tiff,22199596.0,220036.0,4.617332077424658,2203947756.0,1672.5136844485307,1687572160.0,-45.0
248,9354.0,"(25537.0, 5728.0)",9373.0,D:\WorkDrive\Images\FL\009354z_025537x_005728y_093729F.tiff,38389252.0,243941.0,4.085221902745709,-269216204.0,2987.2496116628154,4039030867.0,-19.0
249,9354.0,"(25537.0, 6035.0)",9371.0,D:\WorkDrive\Images\FL\009354z_025537x_006035y_093706F.tiff,35455416.0,236414.0,4.285933412128024,1964995576.0,3601.8889070790415,326401851.0,-17.0
250,9355.0,"(24210.0, 5955.0)",9380.0,D:\WorkDrive\Images\FL\009355z_024210x_005955y_093797F.tiff,43666758.0,165899.0,5.704515830639121,1734920524.0,4070.7458864245427,1228815699.0,-25.0
251,9355.0,"(25537.0, 4145.0)",9383.0,D:\WorkDrive\Images\FL\009355z_025537x_004145y_093834F.tiff,34947864.0,171471.0,5.47248346158738,88945520.0,2824.328162063624,254610923.0,-28.0
252,9355.0,"(26736.0, 4145.0)",9369.0,D:\WorkDrive\Images\FL\009355z_026736x_004145y_093692F.tiff,60620630.0,174179.0,5.563325822970371,3334252768.0,5190.3952452731,302177944.0,-14.0
253,9355.0,"(27353.0, 4145.0)",9367.0,D:\WorkDrive\Images\FL\009355z_027353x_004145y_093672F.tiff,26434784.0,247279.0,3.9365833177036738,-1826708336.0,1013.0249355438897,3746529140.0,-12.0
254,9356.0,"(22735.0, 5314.0)",9399.0,D:\WorkDrive\Images\FL\009356z_022735x_005314y_093987F.tiff,22813162.0,220953.0,4.578590364376322,-4059090392.0,1786.4561622393164,1513424207.0,-43.0
